customer_id,primary_country,recency_days,frequency_orders,monetary_revenue,rfm_segment
14765,United Kingdom,21,3,254.11,Repeat Active
12604,France,71,2,254.18,Repeat Active
15154,United Kingdom,67,1,254.28,New / One-time Recent
15261,United Kingdom,127,1,254.82,Occasional At Risk
14594,United Kingdom,365,1,255.0,Hibernating
16226,United Kingdom,195,3,255.12,Hibernating
14881,United Kingdom,11,1,255.4,New / One-time Recent
15277,United Kingdom,38,1,255.89999999999998,New / One-time Recent
14761,United Kingdom,50,2,255.9,Repeat Active
16447,United Kingdom,127,1,255.91,Occasional At Risk
17385,United Kingdom,6,1,256.11,New / One-time Recent
16727,United Kingdom,356,1,256.32,Hibernating
17896,United Kingdom,15,1,256.32,New / One-time Recent
13806,United Kingdom,55,1,256.38,New / One-time Recent
12430,Norway,35,1,256.4,New / One-time Recent
16048,United Kingdom,365,2,256.44000000000005,Hibernating
13626,United Kingdom,244,1,257.23,Hibernating
15014,United Kingdom,35,2,257.67,Repeat Active
13227,United Kingdom,193,1,257.7,Hibernating
15894,United Kingdom,245,2,258.25,Hibernating
13277,United Kingdom,7,4,258.4,Repeat Active
15577,United Kingdom,143,3,258.88,Occasional At Risk
14452,United Kingdom,2,2,259.05,Repeat Active
13127,United Kingdom,69,1,259.17,New / One-time Recent
15143,United Kingdom,217,1,259.45,Hibernating
14053,United Kingdom,116,2,260.25,Occasional At Risk
13189,United Kingdom,10,2,260.68,Repeat Active
16936,United Kingdom,17,1,261.9,New / One-time Recent
16413,United Kingdom,48,1,262.2,New / One-time Recent
17194,United Kingdom,265,2,262.62,Hibernating
12492,Germany,55,2,263.21,Repeat Active
17708,United Kingdom,179,2,263.33,Occasional At Risk
17403,United Kingdom,28,1,263.92,New / One-time Recent
15912,United Kingdom,170,2,264.62,Occasional At Risk
13973,United Kingdom,279,1,264.7,Hibernating
16561,United Kingdom,51,1,264.96,New / One-time Recent
17968,United Kingdom,365,1,265.1,Hibernating
14423,United Kingdom,210,1,265.2,Hibernating
17430,United Kingdom,24,2,265.76,Repeat Active
14068,United Kingdom,312,1,265.85,Hibernating
15119,United Kingdom,237,1,266.40000000000003,Hibernating
13837,United Kingdom,203,2,266.59000000000003,Hibernating
14863,United Kingdom,21,1,266.76,New / One-time Recent
17786,United Kingdom,77,2,266.85,Repeat Active
16451,United Kingdom,79,1,266.97,New / One-time Recent
15517,United Kingdom,225,1,267.03,Hibernating
15320,United Kingdom,36,1,267.13,New / One-time Recent
17550,United Kingdom,189,3,267.15999999999997,Hibernating
15408,United Kingdom,256,1,267.18,Hibernating
14508,United Kingdom,14,2,268.05,Repeat Active
14727,United Kingdom,266,1,268.58,Hibernating
13533,United Kingdom,174,3,269.09,Occasional At Risk
17817,United Kingdom,269,2,269.7,Hibernating
17251,United Kingdom,354,1,269.83,Hibernating
13242,United Kingdom,104,3,270.40000000000003,Occasional At Risk
15774,United Kingdom,60,1,270.8,New / One-time Recent
17579,United Kingdom,129,2,270.86,Occasional At Risk
17011,United Kingdom,22,1,270.9,New / One-time Recent
18108,United Kingdom,246,1,271.0,Hibernating
17496,United Kingdom,350,1,271.05,Hibernating
17767,United Kingdom,7,1,271.2,New / One-time Recent
13058,United Kingdom,16,3,271.4,Repeat Active
14816,United Kingdom,189,1,271.85,Hibernating
13917,United Kingdom,41,2,272.03999999999996,Repeat Active
14819,United Kingdom,56,2,272.07,Repeat Active
17498,United Kingdom,67,1,272.22,New / One-time Recent
16883,United Kingdom,179,2,272.48,Occasional At Risk
14023,United Kingdom,242,1,273.14,Hibernating
14512,United Kingdom,179,2,275.28,Occasional At Risk
12750,Poland,120,1,275.88,Occasional At Risk
13544,United Kingdom,31,2,276.06,Repeat Active
13272,United Kingdom,23,2,276.56,Repeat Active
13606,United Kingdom,21,3,276.75,Repeat Active
15355,United Kingdom,21,2,277.05,Repeat Active
13803,United Kingdom,247,1,277.07,Hibernating
13521,United Kingdom,2,1,277.48,New / One-time Recent
15060,United Kingdom,1,3,277.64000000000004,Repeat Active
14908,United Kingdom,66,1,277.8,New / One-time Recent
14764,United Kingdom,38,1,278.3,New / One-time Recent
14480,United Kingdom,3,1,279.05,New / One-time Recent
15556,United Kingdom,16,1,279.77,New / One-time Recent
14975,United Kingdom,49,1,279.94,New / One-time Recent
17247,United Kingdom,7,1,280.09000000000003,New / One-time Recent
14242,United Kingdom,226,2,280.54999999999995,Hibernating
16848,United Kingdom,44,1,281.42,New / One-time Recent
16557,United Kingdom,16,2,281.85,Repeat Active
13177,United Kingdom,56,1,282.45,New / One-time Recent
13754,United Kingdom,143,2,282.6,Occasional At Risk
14350,United Kingdom,266,1,282.93,Hibernating
17694,United Kingdom,133,1,283.12,Occasional At Risk
18270,United Kingdom,30,2,283.15000000000003,Repeat Active
13259,United Kingdom,53,1,283.18,New / One-time Recent
17783,United Kingdom,64,2,283.47,Repeat Active
12703,Germany,63,1,283.55,New / One-time Recent
12719,France,57,1,283.6,New / One-time Recent
13439,United Kingdom,247,1,283.71,Hibernating
13121,United Kingdom,261,1,283.73,Hibernating
18190,United Kingdom,184,2,284.46000000000004,Hibernating
16429,United Kingdom,98,1,284.55,Occasional At Risk
13708,United Kingdom,263,1,285.33,Hibernating
17636,United Kingdom,11,1,285.56,New / One-time Recent
14953,United Kingdom,17,1,285.67,New / One-time Recent
14660,United Kingdom,78,2,285.74,Repeat Active
16555,United Kingdom,27,2,285.89,Repeat Active
13760,United Kingdom,46,2,286.79,Repeat Active
16432,United Kingdom,56,1,287.4,New / One-time Recent
17760,United Kingdom,13,2,287.59,Repeat Active
17080,United Kingdom,14,2,287.62,Repeat Active
17830,United Kingdom,253,2,287.65,Hibernating
17977,United Kingdom,21,1,288.14,New / One-time Recent
15396,United Kingdom,104,1,288.18,Occasional At Risk
16808,United Kingdom,91,2,288.42,Occasional At Risk
17501,United Kingdom,212,2,288.6,Hibernating
17081,United Kingdom,17,2,288.90999999999997,Repeat Active
15545,United Kingdom,46,2,288.97,Repeat Active
14549,United Kingdom,303,1,289.24,Hibernating
16125,United Kingdom,359,1,289.35,Hibernating
14162,United Kingdom,165,2,289.36,Occasional At Risk
16897,United Kingdom,291,2,289.78,Hibernating
17201,United Kingdom,45,1,289.78,New / One-time Recent
17464,United Kingdom,150,1,289.96,Occasional At Risk
14784,United Kingdom,18,2,289.99,Repeat Active
13573,United Kingdom,42,2,290.25,Repeat Active
17551,United Kingdom,351,1,290.34,Hibernating
16526,United Kingdom,163,1,290.36,Occasional At Risk
17691,United Kingdom,350,2,290.4,Hibernating
15279,United Kingdom,346,1,290.51,Hibernating
16648,United Kingdom,34,1,290.65999999999997,New / One-time Recent
14947,United Kingdom,64,2,290.82,Repeat Active
14656,United Kingdom,161,2,291.05,Occasional At Risk
17255,United Kingdom,32,2,291.48,Repeat Active
13449,United Kingdom,15,1,291.88,New / One-time Recent
13502,United Kingdom,8,3,292.0,Repeat Active
14985,United Kingdom,190,2,292.01,Hibernating
16721,United Kingdom,254,1,292.47,Hibernating
12829,United Kingdom,328,2,293.0,Hibernating
17163,United Kingdom,13,2,293.1,Repeat Active
16402,United Kingdom,256,2,293.45,Hibernating
15732,United Kingdom,204,2,294.12,Hibernating
17124,United Kingdom,177,1,294.24,Occasional At Risk
14954,United Kingdom,4,1,294.85,New / One-time Recent
16998,United Kingdom,141,4,295.0,Occasional At Risk
13504,United Kingdom,56,1,295.93,New / One-time Recent
13751,United Kingdom,280,1,296.25,Hibernating
13441,United Kingdom,83,1,296.64,New / One-time Recent
17531,United Kingdom,182,1,296.7,Hibernating
15857,United Kingdom,10,1,297.0,New / One-time Recent
12881,United Kingdom,267,1,298.0,Hibernating
17678,United Kingdom,255,1,298.11,Hibernating
16104,United Kingdom,53,1,298.21,New / One-time Recent
17824,United Kingdom,43,1,298.4,New / One-time Recent
15609,United Kingdom,176,1,298.48,Occasional At Risk
13667,United Kingdom,141,1,299.05,Occasional At Risk
18215,United Kingdom,81,1,299.34000000000003,New / One-time Recent
18053,United Kingdom,62,1,300.02,New / One-time Recent
13745,United Kingdom,154,1,300.04,Occasional At Risk
17793,United Kingdom,17,1,300.34,New / One-time Recent
15254,United Kingdom,119,1,300.36,Occasional At Risk
13304,United Kingdom,343,1,300.42,Hibernating
14762,United Kingdom,255,1,300.52,Hibernating
16479,United Kingdom,2,2,300.83000000000004,Repeat Active
16430,United Kingdom,49,1,300.85,New / One-time Recent
17978,United Kingdom,357,1,300.92,Hibernating
13479,United Kingdom,192,2,300.95,Hibernating
15623,United Kingdom,133,1,301.03,Occasional At Risk
15148,United Kingdom,2,1,301.29,New / One-time Recent
15667,United Kingdom,31,1,301.32,New / One-time Recent
16715,United Kingdom,70,1,301.71999999999997,New / One-time Recent
16297,United Kingdom,260,1,301.9,Hibernating
17094,United Kingdom,314,1,302.0,Hibernating
15054,United Kingdom,4,2,302.1,Repeat Active
17506,United Kingdom,67,1,302.2,New / One-time Recent
16292,United Kingdom,113,1,302.25,Occasional At Risk
18165,United Kingdom,169,1,302.46000000000004,Occasional At Risk
16368,United Kingdom,20,1,302.48,New / One-time Recent
16386,United Kingdom,20,2,302.57,Repeat Active
14248,United Kingdom,310,1,302.58,Hibernating
16425,United Kingdom,294,1,302.7,Hibernating
13318,United Kingdom,29,1,302.96,New / One-time Recent
17433,United Kingdom,80,1,303.16,New / One-time Recent
13040,United Kingdom,25,1,303.25,New / One-time Recent
16400,United Kingdom,86,1,303.93,New / One-time Recent
17732,United Kingdom,364,1,303.97,Hibernating
16674,United Kingdom,46,2,304.24,Repeat Active
17070,United Kingdom,106,1,304.24,Occasional At Risk
16217,United Kingdom,227,2,304.25,Hibernating
18185,United Kingdom,241,1,304.25,Hibernating
15163,United Kingdom,10,2,304.47,Repeat Active
17941,United Kingdom,122,1,304.56,Occasional At Risk
12623,Germany,268,1,305.1,Hibernating
13045,United Kingdom,91,1,305.28000000000003,Occasional At Risk
18220,United Kingdom,218,1,305.28000000000003,Hibernating
16181,United Kingdom,65,1,305.54,New / One-time Recent
16796,United Kingdom,81,1,305.62,New / One-time Recent
15219,United Kingdom,168,1,305.75,Occasional At Risk
13863,United Kingdom,239,1,305.78,Hibernating
17176,United Kingdom,193,1,306.13,Hibernating
15659,United Kingdom,35,1,306.45,New / One-time Recent
18059,United Kingdom,15,3,306.46,Repeat Active
13718,United Kingdom,238,2,306.55,Hibernating
13762,United Kingdom,210,1,306.71999999999997,Hibernating
16668,United Kingdom,7,6,306.71999999999997,Loyal Active
15087,United Kingdom,273,1,306.94,Hibernating
17334,United Kingdom,294,2,307.02,Hibernating
13142,United Kingdom,11,1,307.09,New / One-time Recent
13932,United Kingdom,286,1,307.4,Hibernating
17120,United Kingdom,225,1,307.46,Hibernating
14915,United Kingdom,83,2,307.48,Repeat Active
14716,United Kingdom,35,2,307.51,Repeat Active
13060,United Kingdom,245,1,307.53,Hibernating
13395,United Kingdom,177,1,307.71999999999997,Occasional At Risk
16642,United Kingdom,199,1,307.73,Hibernating
13529,United Kingdom,70,2,307.76,Repeat Active
16123,United Kingdom,43,1,307.78,New / One-time Recent
15973,United Kingdom,358,1,307.82,Hibernating
13466,United Kingdom,176,1,307.9,Occasional At Risk
13369,United Kingdom,357,1,308.28000000000003,Hibernating
17510,United Kingdom,16,1,308.48,New / One-time Recent
13699,United Kingdom,147,1,308.58000000000004,Occasional At Risk
16956,United Kingdom,9,1,308.74,New / One-time Recent
15010,United Kingdom,27,1,308.94,New / One-time Recent
13787,United Kingdom,67,2,309.04,Repeat Active
12884,United Kingdom,80,1,309.05,New / One-time Recent
17604,United Kingdom,209,2,309.36,Hibernating
14847,United Kingdom,140,1,309.4,Occasional At Risk
16119,United Kingdom,64,1,309.48,New / One-time Recent
14339,United Kingdom,234,1,309.52,Hibernating
16810,United Kingdom,184,1,309.54,Hibernating
15699,United Kingdom,9,1,309.65,New / One-time Recent
15661,United Kingdom,309,2,309.8,Hibernating
14924,United Kingdom,237,1,310.05,Hibernating
17912,United Kingdom,302,5,310.06,High-Value Lapsed
14311,United Kingdom,234,1,310.26,Hibernating
15308,United Kingdom,266,1,310.47,Hibernating
15185,United Kingdom,62,1,310.62,New / One-time Recent
13897,United Kingdom,42,1,311.16,New / One-time Recent
16781,United Kingdom,364,1,311.25,Hibernating
17854,United Kingdom,177,2,311.26,Occasional At Risk
13990,United Kingdom,205,1,311.3,Hibernating
12852,United Kingdom,286,1,311.55,Hibernating
12950,United Kingdom,16,1,311.6,New / One-time Recent
14327,United Kingdom,155,1,311.65000000000003,Occasional At Risk
14951,United Kingdom,71,1,311.69,New / One-time Recent
15326,United Kingdom,325,1,311.71,Hibernating
14142,United Kingdom,365,1,311.81,Hibernating
16450,United Kingdom,141,1,311.92,Occasional At Risk
12785,Portugal,356,1,311.95,Hibernating
17362,United Kingdom,231,2,312.23,Hibernating
13642,United Kingdom,207,1,312.28000000000003,Hibernating
12834,United Kingdom,274,1,312.38,Hibernating
14555,United Kingdom,49,2,312.54,Repeat Active
13845,United Kingdom,56,1,312.98,New / One-time Recent
14729,United Kingdom,365,1,313.49,Hibernating
16582,United Kingdom,105,1,313.62,Occasional At Risk
13484,United Kingdom,233,1,313.8,Hibernating
15970,United Kingdom,295,1,314.1,Hibernating
16227,United Kingdom,217,1,314.22,Hibernating
16193,United Kingdom,228,1,314.45,Hibernating
17237,United Kingdom,3,2,314.69,Repeat Active
16811,United Kingdom,9,1,314.77,New / One-time Recent
15766,United Kingdom,56,1,315.06,New / One-time Recent
16091,United Kingdom,146,2,315.06,Occasional At Risk
12614,Germany,269,1,315.6,Hibernating
18117,United Kingdom,17,1,315.65,New / One-time Recent
16473,United Kingdom,156,3,316.11,Occasional At Risk
14479,United Kingdom,245,2,316.25,Hibernating
15872,United Kingdom,6,2,316.25,Repeat Active
13494,United Kingdom,303,1,316.26000000000005,Hibernating
17458,United Kingdom,7,1,316.5,New / One-time Recent
15204,United Kingdom,349,1,316.58,Hibernating
16761,United Kingdom,88,1,316.62,New / One-time Recent
15243,United Kingdom,66,1,316.68,New / One-time Recent
15385,United Kingdom,32,1,316.88,New / One-time Recent
15257,United Kingdom,275,1,317.15,Hibernating
17267,United Kingdom,119,2,317.20000000000005,Occasional At Risk
17172,United Kingdom,70,1,317.76,New / One-time Recent
15156,United Kingdom,25,1,317.8,New / One-time Recent
18066,United Kingdom,67,1,318.0,New / One-time Recent
12648,Germany,146,1,318.05,Occasional At Risk
17839,United Kingdom,34,1,318.15,New / One-time Recent
14703,United Kingdom,6,1,318.17,New / One-time Recent
17248,United Kingdom,112,1,318.65,Occasional At Risk
12827,United Kingdom,24,2,318.7,Repeat Active
17229,United Kingdom,88,2,318.76,Repeat Active
16967,United Kingdom,181,1,319.02,Hibernating
15107,United Kingdom,303,6,319.5,High-Value Lapsed
13986,United Kingdom,9,1,320.46,New / One-time Recent
14622,United Kingdom,176,1,320.58000000000004,Occasional At Risk
16096,United Kingdom,256,1,320.62,Hibernating
15236,United Kingdom,290,1,321.05,Hibernating
14823,United Kingdom,172,3,321.43,Occasional At Risk
17976,United Kingdom,364,1,321.79,Hibernating
14484,United Kingdom,42,1,321.92,New / One-time Recent
14424,United Kingdom,9,1,322.08,New / One-time Recent
15224,United Kingdom,350,2,322.08000000000004,Hibernating
16342,United Kingdom,67,4,322.40999999999997,Repeat Active
16627,United Kingdom,71,1,322.8,New / One-time Recent
13955,United Kingdom,146,2,322.96,Occasional At Risk
16739,United Kingdom,168,1,323.0,Occasional At Risk
15921,United Kingdom,164,1,323.03000000000003,Occasional At Risk
14910,United Kingdom,17,3,323.55,Repeat Active
15675,United Kingdom,73,3,323.69,Repeat Active
16685,United Kingdom,53,2,324.24,Repeat Active
18261,United Kingdom,35,2,324.24,Repeat Active
15597,United Kingdom,27,1,324.57,New / One-time Recent
13801,United Kingdom,58,1,324.8,New / One-time Recent
12790,Netherlands,184,1,324.92,Hibernating
15944,United Kingdom,268,1,325.1,Hibernating
14850,United Kingdom,303,1,325.75,Hibernating
16830,United Kingdom,30,1,325.91,New / One-time Recent
12844,United Kingdom,21,2,325.96000000000004,Repeat Active
15363,United Kingdom,364,1,326.0,Hibernating
16071,United Kingdom,36,1,326.24,New / One-time Recent
14987,United Kingdom,7,2,326.4,Repeat Active
17715,United Kingdom,192,1,326.4,Hibernating
14870,United Kingdom,253,1,327.25,Hibernating
16366,United Kingdom,10,1,327.3,New / One-time Recent
15579,United Kingdom,60,2,327.6,Repeat Active
14024,United Kingdom,113,2,327.7,Occasional At Risk
15314,United Kingdom,191,1,327.97,Hibernating
16318,United Kingdom,27,1,328.15,New / One-time Recent
14206,United Kingdom,231,1,328.15999999999997,Hibernating
14747,United Kingdom,241,1,328.2,Hibernating
15213,United Kingdom,310,2,328.34999999999997,Hibernating
16855,United Kingdom,15,2,328.4,Repeat Active
16343,United Kingdom,8,2,328.58000000000004,Repeat Active
17222,United Kingdom,57,1,328.65,New / One-time Recent
14012,United Kingdom,269,1,328.8,Hibernating
15880,United Kingdom,361,1,329.03,Hibernating
15153,United Kingdom,23,1,329.25,New / One-time Recent
17154,United Kingdom,67,1,329.34,New / One-time Recent
13239,United Kingdom,253,1,329.56,Hibernating
17615,United Kingdom,122,3,329.6,Occasional At Risk
17866,United Kingdom,134,1,329.65,Occasional At Risk
12953,United Kingdom,1,1,329.85,New / One-time Recent
16593,United Kingdom,42,3,330.03,Repeat Active
15714,United Kingdom,3,2,330.03000000000003,Repeat Active
15130,United Kingdom,161,1,330.11,Occasional At Risk
14517,United Kingdom,25,2,330.45,Repeat Active
13706,United Kingdom,294,1,330.79,Hibernating
12519,Germany,55,1,330.84,New / One-time Recent
17862,United Kingdom,315,1,330.9,Hibernating
12891,United Kingdom,177,3,331.0,Occasional At Risk
16478,United Kingdom,17,3,331.0,Repeat Active
15210,United Kingdom,217,1,331.18,Hibernating
16030,United Kingdom,301,1,331.24,Hibernating
16177,United Kingdom,42,1,331.95,New / One-time Recent
16803,United Kingdom,57,1,332.3,New / One-time Recent
16850,United Kingdom,325,1,332.41,Hibernating
13904,United Kingdom,29,2,332.64,Repeat Active
14902,United Kingdom,17,1,332.66,New / One-time Recent
16625,United Kingdom,266,1,333.08,Hibernating
13727,United Kingdom,20,2,333.48,Repeat Active
13216,United Kingdom,259,1,333.74,Hibernating
14264,United Kingdom,146,2,333.97,Occasional At Risk
15918,United Kingdom,182,2,334.23,Hibernating
12350,Norway,302,1,334.4,Hibernating
15466,United Kingdom,77,1,334.53,New / One-time Recent
14988,United Kingdom,203,1,334.54,Hibernating
12489,France,328,1,334.93,Hibernating
17917,United Kingdom,37,3,335.03,Repeat Active
14871,United Kingdom,170,3,335.3,Occasional At Risk
16063,United Kingdom,252,2,335.32,Hibernating
14196,United Kingdom,98,1,335.52,Occasional At Risk
18276,United Kingdom,35,1,335.86,New / One-time Recent
18078,United Kingdom,209,2,336.13,Hibernating
17384,United Kingdom,11,2,336.4,Repeat Active
15619,United Kingdom,2,1,336.40000000000003,New / One-time Recent
16105,United Kingdom,240,1,336.96,Hibernating
17973,United Kingdom,43,1,337.04,New / One-time Recent
15900,United Kingdom,15,1,337.28,New / One-time Recent
13930,United Kingdom,49,2,337.34,Repeat Active
15942,United Kingdom,125,1,337.44,Occasional At Risk
15652,United Kingdom,83,1,337.74,New / One-time Recent
13569,United Kingdom,9,2,338.62,Repeat Active
16183,United Kingdom,59,1,338.71000000000004,New / One-time Recent
17697,United Kingdom,228,1,338.95,Hibernating
16545,United Kingdom,156,1,339.3,Occasional At Risk
17045,United Kingdom,105,3,339.44,Occasional At Risk
13737,United Kingdom,192,1,339.59999999999997,Hibernating
15115,United Kingdom,10,1,340.11,New / One-time Recent
17503,United Kingdom,30,1,340.43,New / One-time Recent
14491,United Kingdom,167,2,340.93,Occasional At Risk
13347,United Kingdom,62,1,341.36,New / One-time Recent
16826,United Kingdom,43,1,341.7,New / One-time Recent
17495,United Kingdom,30,1,342.59000000000003,New / One-time Recent
17795,United Kingdom,171,2,342.83000000000004,Occasional At Risk
12875,United Kingdom,135,2,343.2300000000001,Occasional At Risk
12715,Sweden,98,1,343.36,Occasional At Risk
18081,United Kingdom,28,3,343.45000000000005,Repeat Active
15047,United Kingdom,261,1,343.62,Hibernating
13068,United Kingdom,2,2,344.0,Repeat Active
17569,United Kingdom,324,1,344.14,Hibernating
16978,United Kingdom,69,1,344.33,New / One-time Recent
14633,United Kingdom,258,1,344.90000000000003,Hibernating
13774,United Kingdom,73,1,345.0,New / One-time Recent
17123,United Kingdom,153,1,345.3,Occasional At Risk
15781,United Kingdom,17,3,345.46000000000004,Repeat Active
13091,United Kingdom,20,1,345.82,New / One-time Recent
16423,United Kingdom,16,1,346.12,New / One-time Recent
13649,United Kingdom,248,2,346.6,Hibernating
13062,United Kingdom,183,1,346.98,Hibernating
18127,United Kingdom,11,3,347.08,Repeat Active
13497,United Kingdom,274,2,348.05,Hibernating
14379,United Kingdom,36,2,348.1,Repeat Active
16500,United Kingdom,8,5,348.12,Loyal Active
13052,United Kingdom,204,1,348.15000000000003,Hibernating
16159,United Kingdom,273,1,348.2,Hibernating
12527,Germany,73,3,348.71000000000004,Repeat Active
17290,United Kingdom,8,1,348.83,New / One-time Recent
17252,United Kingdom,108,2,348.90999999999997,Occasional At Risk
13927,United Kingdom,66,1,348.99,New / One-time Recent
15405,United Kingdom,181,1,349.1,Hibernating
18250,United Kingdom,302,1,349.27,Hibernating
13887,United Kingdom,196,1,349.55,Hibernating
13670,United Kingdom,67,1,349.7,New / One-time Recent
12532,France,22,1,349.83000000000004,New / One-time Recent
13108,United Kingdom,364,1,350.06,Hibernating
13740,United Kingdom,232,1,350.75,Hibernating
15334,United Kingdom,148,3,350.82,Occasional At Risk
13332,United Kingdom,6,1,350.9,New / One-time Recent
13923,United Kingdom,45,1,351.13,New / One-time Recent
15789,United Kingdom,350,1,351.3,Hibernating
15870,United Kingdom,24,1,351.44,New / One-time Recent
12566,Germany,78,1,351.65,New / One-time Recent
15901,United Kingdom,8,3,351.73,Repeat Active
16274,United Kingdom,365,1,351.75,Hibernating
18112,United Kingdom,4,2,352.69,Repeat Active
15678,United Kingdom,44,1,352.7,New / One-time Recent
12617,France,21,1,352.98,New / One-time Recent
13343,United Kingdom,169,1,353.43,Occasional At Risk
13210,United Kingdom,85,1,353.48,New / One-time Recent
17014,United Kingdom,24,2,353.81,Repeat Active
12845,United Kingdom,259,4,354.09,Hibernating
12888,United Kingdom,206,2,354.12,Hibernating
14690,United Kingdom,36,2,355.05,Repeat Active
17742,United Kingdom,105,2,355.11,Occasional At Risk
13323,United Kingdom,13,3,355.3,Repeat Active
14537,United Kingdom,49,1,355.56,New / One-time Recent
15840,United Kingdom,50,2,355.56,Repeat Active
16372,United Kingdom,25,2,355.73,Repeat Active
15247,United Kingdom,114,1,356.0,Occasional At Risk
15713,United Kingdom,135,2,356.70000000000005,Occasional At Risk
14500,United Kingdom,80,3,356.85,Repeat Active
13453,United Kingdom,157,2,356.98,Occasional At Risk
18040,United Kingdom,11,2,357.2,Repeat Active
16971,United Kingdom,30,1,357.21,New / One-time Recent
13736,United Kingdom,252,1,357.53,Hibernating
17025,United Kingdom,52,3,357.77000000000004,Repeat Active
13976,United Kingdom,198,1,357.98,Hibernating
13228,United Kingdom,73,1,358.0,New / One-time Recent
16823,United Kingdom,219,1,358.38,Hibernating
17948,United Kingdom,139,1,358.56000000000006,Occasional At Risk
15120,United Kingdom,125,1,358.82,Occasional At Risk
16595,United Kingdom,53,1,360.16,New / One-time Recent
17358,United Kingdom,295,2,360.81,Hibernating
13291,United Kingdom,147,1,361.11,Occasional At Risk
16305,United Kingdom,130,1,361.21999999999997,Occasional At Risk
16769,United Kingdom,252,1,361.54,Hibernating
13844,United Kingdom,3,1,361.62,New / One-time Recent
15025,United Kingdom,25,1,361.96,New / One-time Recent
16052,United Kingdom,46,1,362.06,New / One-time Recent
16378,United Kingdom,239,3,362.95,Hibernating
16903,United Kingdom,21,1,363.2,New / One-time Recent
14427,United Kingdom,42,2,363.34000000000003,Repeat Active
14932,Channel Islands,357,1,363.53,Hibernating
12915,United Kingdom,140,2,363.65,Occasional At Risk
16485,United Kingdom,69,1,363.65,New / One-time Recent
18056,United Kingdom,280,1,363.65,Hibernating
16509,United Kingdom,288,1,363.7,Hibernating
14171,United Kingdom,90,1,363.79,New / One-time Recent
17330,United Kingdom,14,2,363.9,Repeat Active
12538,Spain,21,1,363.95,New / One-time Recent
14528,United Kingdom,29,1,364.21999999999997,New / One-time Recent
15343,United Kingdom,79,1,364.5,New / One-time Recent
12373,Austria,303,1,364.6,Hibernating
15949,United Kingdom,8,2,364.72,Repeat Active
14886,United Kingdom,244,1,364.8,Hibernating
16202,United Kingdom,352,1,365.27,Hibernating
16499,United Kingdom,352,2,365.45000000000005,Hibernating
17432,United Kingdom,10,2,365.76,Repeat Active
17911,United Kingdom,1,1,366.23,New / One-time Recent
18181,United Kingdom,16,1,366.85,New / One-time Recent
16065,United Kingdom,357,1,367.14,Hibernating
17765,United Kingdom,150,3,367.63,Occasional At Risk
12925,United Kingdom,66,1,368.31,New / One-time Recent
14788,United Kingdom,18,1,368.45,New / One-time Recent
14888,United Kingdom,199,1,369.2,Hibernating
16758,United Kingdom,57,1,369.34,New / One-time Recent
15922,United Kingdom,365,1,369.5,Hibernating
15063,United Kingdom,205,1,370.79999999999995,Hibernating
15975,United Kingdom,76,1,371.01,New / One-time Recent
14950,United Kingdom,11,1,371.2,New / One-time Recent
16776,United Kingdom,52,1,371.54,New / One-time Recent
15472,United Kingdom,105,1,371.56,Occasional At Risk
18155,United Kingdom,67,3,371.62,Repeat Active
13300,United Kingdom,161,1,371.89,Occasional At Risk
12981,United Kingdom,21,2,372.22,Repeat Active
12544,Spain,28,1,372.7,New / One-time Recent
12895,United Kingdom,34,2,372.8,Repeat Active
16321,Australia,64,5,373.65,Loyal Active
13351,United Kingdom,58,1,373.94,New / One-time Recent
12873,United Kingdom,274,1,374.0,Hibernating
17492,United Kingdom,240,1,374.57,Hibernating
14067,United Kingdom,55,2,374.7,Repeat Active
16147,United Kingdom,125,1,375.0,Occasional At Risk
14079,United Kingdom,116,1,375.09999999999997,Occasional At Risk
15951,United Kingdom,277,1,375.17,Hibernating
14448,United Kingdom,1,2,375.35,Repeat Active
16858,United Kingdom,360,1,375.69,Hibernating
13936,United Kingdom,171,1,376.58,Occasional At Risk
17489,United Kingdom,50,2,376.64,Repeat Active
12890,United Kingdom,16,1,376.71999999999997,New / One-time Recent
17736,United Kingdom,1,3,377.44,Repeat Active
17078,United Kingdom,28,2,378.2,Repeat Active
13372,United Kingdom,81,1,378.64,New / One-time Recent
13596,United Kingdom,4,1,378.67,New / One-time Recent
16930,United Kingdom,18,3,378.89,Repeat Active
16909,United Kingdom,64,1,379.14,New / One-time Recent
15885,United Kingdom,84,3,379.35,Repeat Active
17878,United Kingdom,35,1,379.45,New / One-time Recent
13589,United Kingdom,6,2,379.65,Repeat Active
13656,United Kingdom,156,2,379.65,Occasional At Risk
16552,United Kingdom,234,2,379.73,Hibernating
14731,United Kingdom,39,3,380.02,Repeat Active
17031,United Kingdom,3,2,380.35,Repeat Active
17999,United Kingdom,29,2,380.39,Repeat Active
17138,United Kingdom,267,1,380.5,Hibernating
17573,United Kingdom,21,3,380.6,Repeat Active
12871,United Kingdom,76,2,380.64,Repeat Active
15048,United Kingdom,57,4,381.0,Repeat Active
16441,United Kingdom,59,2,381.2,Repeat Active
15090,United Kingdom,300,1,381.32,Hibernating
13657,United Kingdom,2,2,382.14,Repeat Active
17239,United Kingdom,304,1,382.5,Hibernating
13817,Germany,21,2,382.98,Repeat Active
12832,United Kingdom,24,2,383.03000000000003,Repeat Active
16892,United Kingdom,7,3,383.27,Repeat Active
